yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;toplam_yolculuk_sayisi
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2522;3786
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;551;869
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;126704;238850
2024;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;18662;34740
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;7647;20160
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;7929;12233
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;17142;34327
2024;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6190;10483
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;20388;33334
2024;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;14353;26675
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;116482;206532
2024;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;12143;27288
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;2;2
2024;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;36288;77192
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2685;3963
2024;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;58095;114510
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3952;6155
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;11956;36180
2024;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;;1;2
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;13070;20349
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;20322;36533
2024;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5647;9794
2024;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;45034;103290
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;6870;9977
2024;7;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9744;23347
2024;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;13780;25583
2024;7;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;12;14
2024;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;169663;287191
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);51571;78742
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;9237;14836
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;29962;52059
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;36367;60876
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7733;14499
2024;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;36422;56216
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;166561;281095
2024;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;58930;135447
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;49791;89280
2024;7;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;11386;24817
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;177024;317495
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2536;5565
2024;7;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9627;25197
2024;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;51427;97902
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1173;1545
2024;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;28715;69872
2024;7;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;43583;88542
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;22834;47573
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1707;2631
2024;7;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;132801;217924
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2958;6780
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;322;1158
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;7;7
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;76443;147925
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;80;108
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;135319;225964
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;24378;35115
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;146280;241243
2024;7;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;6;105
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;16642;29216
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5172;10142
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3331;5284
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;227376;385290
2024;7;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;26480;49665
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9981;17422
2024;7;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;85561;140073
2024;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;59765;134007
2024;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;142715;232376
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3878;6014
2024;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;37762;57448
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;19363;31858
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;39017;64447
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;176800;299605
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;30644;59155
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6849;11698
2024;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;40807;83988
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;7928;14809
2024;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;113177;241771
2024;8;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;11911;26003
2024;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;18897;35338
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;42026;96089
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;548;873
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2898;6409
2024;8;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;8861;22983
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;45955;84079
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;137527;228336
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;294;1041
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;3447;5533
2024;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;310796;646268
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1508;3535
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;716;1714
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;82231;133839
2024;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;;311;338
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;155402;256178
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;20311;35974
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;23163;33059
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;3;3
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;6924;10205
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;33735;55042
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;109277;164839
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;2;3
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2024;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;38466;79558
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3174;4896
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;164927;246727
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;16204;30605
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;246345;418104
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;7249;16654
2024;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;26775;66556
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;8707;13646
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;7987;13844
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;11616;33081
2024;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;47136;102097
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;182636;325737
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2668;4081
2024;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;49240;96468
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1447;2152
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5249;10093
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;7989;12100
2024;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;1657;2241
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;110692;197364
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2802;5549
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6109;11032
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;3098;4334
2024;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;82;125
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;12717;20010
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;116120;221089
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;15898;30213
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);46657;72220
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2656;4016
2024;8;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;343144;650024
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9934;16750
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;32715;56463
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6661;11753
2024;8;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;176383;298443
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;21589;41263
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;12525;19400
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;13999;22208
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7125;12999
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;81004;153885
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;15148;30019
2024;8;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;10901;23568
2024;8;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;27;35
2024;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;56828;112475
2024;8;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;23974;46288
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;16595;28839
2024;8;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1186;1560
2024;8;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9184;22320
2024;8;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;19962;36415
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;7791;14058
2024;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;152056;253059
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;1;1
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;6597;10079
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;133709;202815
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;2986;4852
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;;8;8
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2236;3394
2024;9;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;7757;22174
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;28862;51355
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;14537;30647
2024;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;33919;52182
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;125716;210144
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;72194;123856
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;12840;22648
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;7585;12995
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2292;5642
2024;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;534;660
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;16385;32442
2024;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;8669;19185
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5178;9890
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;12571;22744
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;49;53
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;132250;215879
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;15387;27856
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;20116;51403
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;26942;42741
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;7385;14817
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;10717;16693
2024;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;27979;65659
2024;9;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;7844;20748
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;78383;156702
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;197044;326682
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;274;1198
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;139902;231476
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;20645;42592
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4841;9085
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;4633;6781
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5032;9384
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;3851;6345
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;13773;25890
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5004;8996
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;30762;62079
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;9185;14962
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;168502;305095
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;66671;126627
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;260209;587708
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;2029;3132
2024;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;57983;131039
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);25774;42217
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;6851;12934
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3283;5279
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;20252;34779
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;9592;14782
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;18398;36725
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;911;1233
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;7261;18412
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;43136;96893
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;10792;18514
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;10906;36631
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;23495;52003
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1372;1975
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;100;128
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;11157;20681
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;2121;2648
2024;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;33866;70693
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;20061;28516
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;70505;131524
2024;9;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;119308;191314
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;88204;135213
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;647;1638
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;6;6
2024;9;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;10863;26056
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;14424;36184
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;66333;143634
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1409;3683
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;290470;596696
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2513;5584
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;10516;16398
2024;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;22820;54410
2024;9;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;9821;23132
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;1545;2106
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;2;2
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;134264;220682
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;9816;17163
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2312;3504
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;13686;26888
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2527;6142
2024;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;8411;22123
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;7847;13462
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;52666;120552
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1073;1454
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;24757;51274
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);19675;32530
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;331057;737204
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2577;6066
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;70701;143911
2024;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;6602;16742
2024;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;8377;24385
2024;10;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;11073;27615
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3692;6208
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;8263;15676
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;183041;336597
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1959;3143
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;147316;241956
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;654;1692
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;207137;344018
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;17546;43545
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;18567;34186
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;8209;14940
